NCESSCH,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LCITY,LSTATE,LZIP,PHONE,CHARTER_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,LATCOD,LONCOD
360009606155,3600096,NY-331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,SCIENCE AND MEDICINE MIDDLE SCHOOL (THE),965 E 107TH ST,BROOKLYN,NY,11236,(718)688-6400,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.647424,-73.891911
360009606455,3600096,NY-331800010000,NEW YORK CITY GEOGRAPHIC DISTRICT #18,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,5404 TILDEN AVE,BROOKLYN,NY,11203,(718)240-3790,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.648241,-73.92564
360009700827,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK,1155 DEKALB AVE,BROOKLYN,NY,11221,(718)452-3440,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.6947,-73.9292
360009701789,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 376,194 HARMAN ST,BROOKLYN,NY,11237,(718)573-0781,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.698046,-73.920361
360009702000,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,JHS 383 PHILIPPA SCHUYLER,1300 GREENE AVE,BROOKLYN,NY,11237,(718)574-0390,No,Not Virtual,5,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.697753,-73.919215
360009702199,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS/IS 45 HORACE E GREENE,84 SCHAEFER ST,BROOKLYN,NY,11207,(718)642-5360,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6868,-73.9103
360009702304,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 75 MAYDA CORTIELLA,95 GROVE ST,BROOKLYN,NY,11221,(718)574-0244,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6932,-73.9211
360009702334,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 86 IRVINGTON (THE),220 IRVING AVE,BROOKLYN,NY,11237,(718)574-0252,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.7006,-73.9178
360009702400,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 106 EDWARD EVERETT HALE,1328 PUTNAM AVE,BROOKLYN,NY,11221,(718)574-0261,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6937,-73.9128
360009702434,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 116 ELIZABETH L FARRELL,515 KNICKERBOCKER AVE,BROOKLYN,NY,11237,(718)821-4623,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6981,-73.9166
360009702457,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 123 SUYDAM,100 IRVING AVE,BROOKLYN,NY,11237,(718)821-4810,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.704,-73.9225
360009702526,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 145 ANDREW JACKSON,100 NOLL ST,BROOKLYN,NY,11206,(718)821-4823,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.7016,-73.9322
360009702543,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 151 LYNDON B JOHNSON,763 KNICKERBOCKER AVE,BROOKLYN,NY,11237,(718)326-6360,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6934,-73.9083
360009702582,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,JHS 162 WILLOUGHBY (THE),1390 WILLOUGHBY AVE,BROOKLYN,NY,11237,(718)821-4860,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.7068,-73.9198
360009702788,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 274 KOSCIUSKO,800 BUSHWICK AVE,BROOKLYN,NY,11221,(718)642-5300,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6944,-73.928
360009702799,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,JHS 291 ROLAND HAYES,231 PALMETTO ST,BROOKLYN,NY,11221,(718)574-0361,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.695534,-73.915414
360009702806,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 299 THOMAS WARREN FIELD SCHOOL,88 WOODBINE ST,BROOKLYN,NY,11221,(718)473-8230,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6911,-73.9176
360009702829,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS 377 ALEJANDRINA B DE GAUTIER,200 WOODBINE ST,BROOKLYN,NY,11221,(718)574-0325,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.693885,-73.9149
360009702830,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,PS/IS 384 FRANCES E CARTER,242 COOPER ST,BROOKLYN,NY,11207,(718)642-4890,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,11-City: Large,Kings County,40.6897,-73.9049
360009704887,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,IS 347 SCHOOL OF HUMANITIES,35 STARR ST,BROOKLYN,NY,11221,(718)821-4248,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.7008,-73.9277
360009704888,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,IS 349 MATH SCIENCE AND TECHNOLOGY,35 STARR ST,BROOKLYN,NY,11211,(718)418-6389,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.7008,-73.9277
360009705537,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,ALL CITY LEADERSHIP SECONDARY SCHOOL,321 PALMETTO ST,BROOKLYN,NY,11237,(718)246-6500,No,Not Virtual,6,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.697653,-73.913073
360009705552,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),400 IRVING AVE,BROOKLYN,NY,11237,(718)381-7100,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.697025,-73.911425
360009705555,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,BROOKLYN SCHOOL FOR SOCIAL JUSTICE (THE),400 IRVING AVE,BROOKLYN,NY,11237,(718)381-7100,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.697025,-73.911425
360009705562,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,797 BUSHWICK AVE,BROOKLYN,NY,11221,(718)919-4212,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.6953,-73.9275
360009705725,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,BUSHWICK COMMUNITY HIGH SCHOOL,231 PALMETTO ST,BROOKLYN,NY,11221,(718)443-3083,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.695534,-73.915414
360009705866,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,ACADEMY FOR EXCELLENCE IN LEADERSHIP,400 IRVING AVE,BROOKLYN,NY,11237,(718)381-7100,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.697025,-73.911425
360009706274,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),400 IRVING AVE,BROOKLYN,NY,11237,(718)381-7100,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Kings County,40.697025,-73.911425
360009706331,3600097,NY-333200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #32,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,125 COVERT ST,BROOKLYN,NY,11207,(718)455-0180,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Kings County,40.6888,-73.9105
360009801406,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 7 LOUIS F SIMEONE,80-55 CORNISH AVE,ELMHURST,NY,11373,(718)446-2726,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7394,-73.8824
360009801791,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,ROBERT F WAGNER JR SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY,47-07 30TH PL,LONG ISLAND CITY,NY,11101,(718)472-5671,No,Not Virtual,6,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7425,-73.9365
360009801915,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,AVIATION CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,45-30 36TH ST,LONG ISLAND CITY,NY,11101,(718)361-2032,No,Not Virtual,9,12,High,Career and Technical School,Currently operational,11-City: Large,Queens County,40.7433,-73.9294
360009801959,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,GROVER CLEVELAND HIGH SCHOOL,21-27 HIMROD ST,RIDGEWOOD,NY,11385,(718)381-9600,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7116,-73.909
360009802038,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,NEWTOWN HIGH SCHOOL,48-01 90TH ST,ELMHURST,NY,11373,(718)595-8400,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.740591,-73.874174
360009802081,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 13 CLEMENT C MOORE,55-01 94TH ST,ELMHURST,NY,11373,(718)271-1021,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7374,-73.8681
360009802084,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 14 FAIRVIEW,107-01 OTIS AVE,CORONA,NY,11368,(718)699-6071,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7409,-73.8544
360009802103,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 19 MARINO JEANTET,98-02 ROOSEVELT AVE,CORONA,NY,11368,(718)424-5859,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7487,-73.8665
360009802215,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 49 DOROTHY BONAWIT KOLE,63-60 80TH ST,MIDDLE VILLAGE,NY,11379,(718)326-2111,No,Not Virtual,KG,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.719693,-73.875327
360009802263,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,IS 61 LEONARDO DA VINCI,98-50 50TH AVE,CORONA,NY,11368,(718)760-3233,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.7424,-73.8629
360009802284,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 68 CAMBRIDGE,59-09 ST FELIX AVE,RIDGEWOOD,NY,11385,(718)821-7246,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.6969,-73.8973
360009802292,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 71 FOREST,62-85 FOREST AVE,RIDGEWOOD,NY,11385,(718)821-7772,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7114,-73.9047
360009802300,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE),70-02 54TH AVE,MASPETH,NY,11378,(718)639-3817,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.729,-73.8936
360009802319,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 81 JEAN PAUL RICHTER,559 CYPRESS AVE,GLENDALE,NY,11385,(718)821-9800,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7038,-73.912
360009802337,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS/IS 87 MIDDLE VILLAGE,67-54 80TH ST,MIDDLE VILLAGE,NY,11379,(718)326-8243,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7116,-73.8716
360009802340,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 88 SENECA,60-85 CATALPA AVE,RIDGEWOOD,NY,11385,(718)821-8121,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7041,-73.8964
360009802343,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 89 JOSE PERALTA SCHOOL OF DREAMERS (THE),85-28 BRITTON AVE,ELMHURST,NY,11373,(718)898-2230,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.746,-73.8798
360009802349,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 91 RICHARD ARKWRIGHT,68-10 CENTRAL AVE,GLENDALE,NY,11385,(718)821-6880,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7037,-73.8841
360009802355,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,IS 93 RIDGEWOOD,66-56 FOREST AVE,RIDGEWOOD,NY,11385,(718)821-4882,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.7058,-73.9029
360009802386,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 102 BAYVIEW,55-24 VAN HORN ST,ELMHURST,NY,11373,(718)446-3308,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7333,-73.878
360009802423,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS/IS 113 ANTHONY J PRANZO,78-23 87TH ST,GLENDALE,NY,11385,(718)847-0724,No,Not Virtual,PK,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7053,-73.8615
360009802442,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS/IS 119 GLENDALE (THE),74-01 78TH AVE,GLENDALE,NY,11385,(718)326-8261,No,Not Virtual,KG,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7047,-73.8749
360009802464,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,IS 125 THOMAS J MCCANN WOODSIDE,46-02 47TH AVE,WOODSIDE,NY,11377,(718)937-0320,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.7409,-73.9187
360009802474,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 128 LORRAINE TUZZO-JUNIPER VALLEY,69-10 65TH DR,MIDDLE VILLAGE,NY,11379,(718)326-6210,No,Not Virtual,KG,8,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7152,-73.8856
360009802521,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 143 LOUIS ARMSTRONG,34-74 113TH ST,CORONA,NY,11368,(718)429-5700,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.755898,-73.855698
360009802551,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 153 MASPETH ELEMENTARY,60-02 60TH LN,MASPETH,NY,11378,(718)821-7850,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7164,-73.9039
360009802678,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 199 MAURICE A FITZGERALD,39-20 48TH AVE,LONG ISLAND CITY,NY,11104,(718)784-3431,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7397,-73.9263
360009802739,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 229 EMANUEL KAPLAN,67-25 51ST RD,WOODSIDE,NY,11377,(718)446-2120,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7345,-73.8973
360009802860,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,QUEENS TECHNICAL HIGH SCHOOL,37-02 47TH AVE,LONG ISLAND CITY,NY,11101,(718)937-3010,No,Not Virtual,9,12,High,Career and Technical School,Currently operational,11-City: Large,Queens County,40.7419,-73.9282
360009803117,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,IS 5 WALTER CROWLEY INTERMEDIATE SCHOOL (THE),50-40 JACOBUS ST,ELMHURST,NY,11373,(718)205-6788,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.7375,-73.8879
360009803154,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,HIGH SCHOOL FOR ARTS AND BUSINESS,105-25 HORACE HARDING EXPW,CORONA,NY,11368,(718)271-8383,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7377,-73.8535
360009804146,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 16 NANCY DEBENEDITTIS SCHOOL (THE),41-15 104TH ST,CORONA,NY,11368,(718)505-0140,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7489,-73.8609
360009804563,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 12 JAMES B COLGATE,42-00 72ND ST,WOODSIDE,NY,11377,(718)424-5905,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7423,-73.8931
360009804609,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,JOSEPH F QUINN INTERMEDIATE SCHOOL 77,976 SENECA AVE,RIDGEWOOD,NY,11385,(718)366-7120,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.6993,-73.9021
360009804895,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,45-35 VAN DAM ST,LONG ISLAND CITY,NY,11101,(718)392-3330,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.743416,-73.933491
360009804896,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,45-35 VAN DAM ST,LONG ISLAND CITY,NY,11101,(718)392-3433,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.743416,-73.933491
360009805244,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER (THE),109-10 47TH AVE,CORONA,NY,11368,(718)271-4971,No,Not Virtual,PK,2,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.747,-73.8547
360009805245,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 58 SCHOOL OF HEROES (THE),72-24 GRAND AVE,MASPETH,NY,11378,(718)533-6712,No,Not Virtual,PK,6,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7288,-73.8902
360009805564,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 239,17-15 WEIRFIELD ST,RIDGEWOOD,NY,11385,(718)417-2840,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.6996,-73.9038
360009805828,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,ACADEMY OF FINANCE AND ENTERPRISE,30-20 THOMSON AVE,LONG ISLAND CITY,NY,11101,(718)389-3623,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7448,-73.9369
360009805829,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,HIGH SCHOOL OF APPLIED COMMUNICATIONS,30-20 THOMSON AVE,LONG ISLAND CITY,NY,11101,(718)389-3163,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7448,-73.9369
360009806004,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,30-20 THOMSON AVE,LONG ISLAND CITY,NY,11101,(718)361-3133,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7448,-73.9369
360009806028,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,CIVIC LEADERSHIP ACADEMY,45-10 94TH ST,ELMHURST,NY,11373,(718)271-1487,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7434,-73.8714
360009806040,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,LEARNERS AND LEADERS,378 SENECA AVE,GLENDALE,NY,11385,(718)366-1061,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.706925,-73.914938
360009806060,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PIONEER ACADEMY,40-20 100TH ST,CORONA,NY,11368,(718)779-5068,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.749136,-73.86571
360009806066,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,VOYAGES PREPARATORY,45-10 94TH ST,ELMHURST,NY,11373,(718)271-7851,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7434,-73.8714
360009806084,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,45-10 94TH ST,ELMHURST,NY,11373,(718)271-3602,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7434,-73.8714
360009806179,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,HELEN M MARSHALL SCHOOL,110-08 NORTHERN BLVD,CORONA,NY,11368,(718)505-5110,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.757709,-73.858951
360009806223,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,55-20 METROPOLITAN AVE,RIDGEWOOD,NY,11385,(718)571-6900,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.7127,-73.9082
360009806278,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,MASPETH HIGH SCHOOL,54-40 74TH ST,ELMHURST,NY,11373,(718)803-7100,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.72907,-73.887638
360009806323,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 110,43-18 97TH PL,CORONA,NY,11368,(718)424-8278,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.745529,-73.866389
360009806430,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,ELM TREE ELEMENTARY SCHOOL,50-51 98TH ST,CORONA,NY,11368,(929)208-4860,No,Not Virtual,PK,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.741513,-73.863555
360009806431,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,CORONA ARTS AND SCIENCES ACADEMY,98-11 44TH AVE,CORONA,NY,11368,(718)507-3820,No,Not Virtual,6,8,Middle,Regular School,Currently operational,11-City: Large,Queens County,40.745947,-73.865215
360009806432,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES,48-01 90TH ST,ELMHURST,NY,11373,(718)595-8600,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.740591,-73.874174
360009806485,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,CHILDREN'S LAB SCHOOL (THE),45-46 42ND ST,LONG ISLAND CITY,NY,11104,(718)361-3300,No,Not Virtual,KG,5,Elementary,Regular School,Currently operational,11-City: Large,Queens County,40.742,-73.9223
360009806544,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,ROSE M SINGER CENTER,19-19 HAZEN ST,EAST ELMHURST,NY,11370,(718)546-7450,No,Not Virtual,9,12,High,Alternative Education School,Currently operational,11-City: Large,Bronx County,40.790547,-73.882892
360009806754,3600098,NY-342400010000,NEW YORK CITY GEOGRAPHIC DISTRICT #24,PS 419,111-10 ASTORIA BLVD,FLUSHING,NY,11369,(332)262-2861,No,Not Virtual,6,6,Middle,Regular School,New school,11-City: Large,Queens County,40.759572,-73.858684
360009901917,3600099,NY-342600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #26,BAYSIDE HIGH SCHOOL,32-24 CORP KENNEDY ST,BAYSIDE,NY,11361,(718)229-7600,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7714,-73.781
360009901919,3600099,NY-342600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #26,BENJAMIN N CARDOZO HIGH SCHOOL,57-00 223RD ST,BAYSIDE,NY,11364,(718)279-6500,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.752,-73.7566
360009901953,3600099,NY-342600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #26,FRANCIS LEWIS HIGH SCHOOL,58-20 UTOPIA PKY,FRESH MEADOWS,NY,11365,(718)281-8200,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7406,-73.7935
360009902030,3600099,NY-342600010000,NEW YORK CITY GEOGRAPHIC DISTRICT #26,MARTIN VAN BUREN HIGH SCHOOL,230-17 HILLSIDE AVE,QUEENS VILLAGE,NY,11427,(718)776-4728,No,Not Virtual,9,12,High,Regular School,Currently operational,11-City: Large,Queens County,40.7336,-73.7393
